city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Greenbush,Greenbush,MN,Minnesota,27135,Roseau,48.701,-96.1835,698,177,polygon,FALSE,TRUE,America/Chicago,3,56726,1840007681
Hampton,Hampton,MN,Minnesota,27037,Dakota,44.6085,-93.0025,697,218,polygon,FALSE,TRUE,America/Chicago,3,55031,1840006769
Courtland,Courtland,MN,Minnesota,27103,Nicollet,44.2701,-94.3464,696,102,polygon,FALSE,TRUE,America/Chicago,3,56021,1840006793
Brownsdale,Brownsdale,MN,Minnesota,27099,Mower,43.7401,-92.8675,691,593,polygon,FALSE,TRUE,America/Chicago,3,55918,1840004169
Clarks Grove,Clarks Grove,MN,Minnesota,27047,Freeborn,43.7618,-93.329,687,467,polygon,FALSE,TRUE,America/Chicago,3,56016,1840006822
Buffalo Lake,Buffalo Lake,MN,Minnesota,27129,Renville,44.737,-94.6173,686,377,polygon,FALSE,TRUE,America/Chicago,3,55314,1840006771
Hoffman,Hoffman,MN,Minnesota,27051,Grant,45.8341,-95.787,682,122,polygon,FALSE,TRUE,America/Chicago,3,56339,1840006678
Hendricks,Hendricks,MN,Minnesota,27081,Lincoln,44.5076,-96.4281,675,278,polygon,FALSE,TRUE,America/Chicago,3,56136,1840006785
Kasota,Kasota,MN,Minnesota,27079,Le Sueur,44.2916,-93.9689,672,213,polygon,FALSE,TRUE,America/Chicago,3,56050 56082,1840007884
Ellendale,Ellendale,MN,Minnesota,27147,Steele,43.8727,-93.2993,672,311,polygon,FALSE,TRUE,America/Chicago,3,56026,1840007911
Marble,Marble,MN,Minnesota,27061,Itasca,47.328,-93.294,671,60,polygon,FALSE,TRUE,America/Chicago,3,55709 55764,1840007715
Freeport,Freeport,MN,Minnesota,27145,Stearns,45.6627,-94.6888,669,219,polygon,FALSE,TRUE,America/Chicago,3,56331,1840007779
Sebeka,Sebeka,MN,Minnesota,27159,Wadena,46.629,-95.0878,666,104,polygon,FALSE,TRUE,America/Chicago,3,56477,1840008843
Loretto,Loretto,MN,Minnesota,27053,Hennepin,45.0548,-93.6353,664,993,polygon,FALSE,TRUE,America/Chicago,3,55357,1840008922
Center City,Center City,MN,Minnesota,27025,Chisago,45.3941,-92.8141,664,438,polygon,FALSE,TRUE,America/Chicago,3,55012,1840000268
La Prairie,La Prairie,MN,Minnesota,27061,Itasca,47.2302,-93.4913,660,154,polygon,FALSE,TRUE,America/Chicago,3,55744,1840007718
Motley,Motley,MN,Minnesota,27097,Morrison,46.3349,-94.6423,660,183,polygon,FALSE,TRUE,America/Chicago,3,56466,1840007758
Wabasso,Wabasso,MN,Minnesota,27127,Redwood,44.4025,-95.2554,659,299,polygon,FALSE,TRUE,America/Chicago,3,56293,1840010016
Clarissa,Clarissa,MN,Minnesota,27153,Todd,46.1284,-94.949,653,248,polygon,FALSE,TRUE,America/Chicago,3,56440,1840006665
Hills,Hills,MN,Minnesota,27133,Rock,43.5278,-96.3594,651,399,polygon,FALSE,TRUE,America/Chicago,3,56138,1840006819
Welcome,Welcome,MN,Minnesota,27091,Martin,43.6662,-94.6071,649,172,polygon,FALSE,TRUE,America/Chicago,3,56181,1840010047
Heron Lake,Heron Lake,MN,Minnesota,27063,Jackson,43.798,-95.3198,648,201,polygon,FALSE,TRUE,America/Chicago,3,56137,1840006840
Ottertail,Ottertail,MN,Minnesota,27111,Otter Tail,46.4267,-95.5638,648,58,polygon,FALSE,TRUE,America/Chicago,3,56571,1840008849
Stephen,Stephen,MN,Minnesota,27089,Marshall,48.4518,-96.8769,645,319,polygon,FALSE,TRUE,America/Chicago,3,56757,1840008819
Minnesota Lake,Minnesota Lake,MN,Minnesota,27043,Faribault,43.8408,-93.8279,644,153,polygon,FALSE,TRUE,America/Chicago,3,56068,1840007947
Argyle,Argyle,MN,Minnesota,27089,Marshall,48.3366,-96.8162,642,164,polygon,FALSE,TRUE,America/Chicago,3,56713,1840006597
Rollingstone,Rollingstone,MN,Minnesota,27169,Winona,44.0993,-91.8187,639,566,polygon,FALSE,TRUE,America/Chicago,3,55969,1840008990
Alden,Alden,MN,Minnesota,27047,Freeborn,43.6695,-93.5735,639,255,polygon,FALSE,TRUE,America/Chicago,3,56009,1840006825
Lake Benton,Lake Benton,MN,Minnesota,27081,Lincoln,44.2644,-96.2918,635,62,polygon,FALSE,TRUE,America/Chicago,3,56149,1840007875
Taconite,Taconite,MN,Minnesota,27061,Itasca,47.3315,-93.3758,633,8,polygon,FALSE,TRUE,America/Chicago,3,55786 55709 55764,1840008831
The Lakes,The Lakes,MN,Minnesota,27101,Murray,44.136,-95.7083,631,7,polygon,FALSE,FALSE,America/Chicago,3,56123 56175 56172 56132,1840032018
Randall,Randall,MN,Minnesota,27097,Morrison,46.0887,-94.5007,624,120,polygon,FALSE,TRUE,America/Chicago,3,56475,1840008865
Balaton,Balaton,MN,Minnesota,27083,Lyon,44.2331,-95.8707,624,166,polygon,FALSE,TRUE,America/Chicago,3,56115,1840006787
Glenville,Glenville,MN,Minnesota,27047,Freeborn,43.5738,-93.2817,622,214,polygon,FALSE,TRUE,America/Chicago,3,56036,1840007932
Grove City,Grove City,MN,Minnesota,27093,Meeker,45.148,-94.6815,619,363,polygon,FALSE,TRUE,America/Chicago,3,56243,1840000278
Elmore,Elmore,MN,Minnesota,27043,Faribault,43.5069,-94.0888,616,261,polygon,FALSE,TRUE,America/Chicago,3,56027,1840007945
McIntosh,McIntosh,MN,Minnesota,27119,Polk,47.6369,-95.8864,605,233,polygon,FALSE,TRUE,America/Chicago,3,56556,1840007705
Jasper,Jasper,MN,Minnesota,27117,Pipestone,43.8491,-96.3999,603,228,polygon,FALSE,TRUE,America/Chicago,3,56144,1840007907
Barnum,Barnum,MN,Minnesota,27017,Carlton,46.5054,-92.6884,600,229,polygon,FALSE,TRUE,America/Chicago,3,55707,1840006649
Evansville,Evansville,MN,Minnesota,27041,Douglas,46.0062,-95.6869,598,294,polygon,FALSE,TRUE,America/Chicago,3,56326,1840007768
Racine,Racine,MN,Minnesota,27099,Mower,43.7755,-92.481,593,342,polygon,FALSE,TRUE,America/Chicago,3,55967,1840009005
Littlefork,Littlefork,MN,Minnesota,27071,Koochiching,48.3964,-93.5578,592,192,polygon,FALSE,TRUE,America/Chicago,3,56653,1840008815
Butterfield,Butterfield,MN,Minnesota,27165,Watonwan,43.9586,-94.7938,589,579,polygon,FALSE,TRUE,America/Chicago,3,56120,1840006814
Hill City,Hill City,MN,Minnesota,27001,Aitkin,46.983,-93.5959,585,202,polygon,FALSE,TRUE,America/Chicago,3,55748,1840000191
Minnetonka Beach,Minnetonka Beach,MN,Minnesota,27053,Hennepin,44.9385,-93.5865,581,479,polygon,FALSE,TRUE,America/Chicago,3,55391 55361,1840007832
Verndale,Verndale,MN,Minnesota,27159,Wadena,46.3971,-95.0112,570,224,polygon,FALSE,TRUE,America/Chicago,3,56481,1840009970
White Earth,White Earth,MN,Minnesota,27005,Becker,47.0977,-95.8445,567,64,polygon,FALSE,FALSE,America/Chicago,3,56591 56589 56569,1840006630
Good Thunder,Good Thunder,MN,Minnesota,27013,Blue Earth,44.0067,-94.0703,565,348,polygon,FALSE,TRUE,America/Chicago,3,56037,1840007904
Cook,Cook,MN,Minnesota,27137,St. Louis,47.8414,-92.6888,562,83,polygon,FALSE,TRUE,America/Chicago,3,55723,1840006589
Graceville,Graceville,MN,Minnesota,27011,Big Stone,45.5686,-96.4372,560,373,polygon,FALSE,TRUE,America/Chicago,3,56240,1840007791
Sabin,Sabin,MN,Minnesota,27027,Clay,46.7814,-96.6542,558,468,polygon,FALSE,TRUE,America/Chicago,3,56580,1840008840
Green Isle,Green Isle,MN,Minnesota,27143,Sibley,44.6804,-94.0052,558,212,polygon,FALSE,TRUE,America/Chicago,3,55338,1840007867
Ironton,Ironton,MN,Minnesota,27035,Crow Wing,46.4817,-93.9977,556,148,polygon,FALSE,TRUE,America/Chicago,3,56441 56455,1840007741
Ranier,Ranier,MN,Minnesota,27071,Koochiching,48.6066,-93.353,556,200,polygon,FALSE,TRUE,America/Winnipeg,3,56668 56649,1840008816
Lyle,Lyle,MN,Minnesota,27099,Mower,43.5057,-92.9412,554,281,polygon,FALSE,TRUE,America/Chicago,3,55953,1840009002
Halstad,Halstad,MN,Minnesota,27107,Norman,47.3511,-96.8247,554,705,polygon,FALSE,TRUE,America/Chicago,3,56548,1840006619
Hokah,Hokah,MN,Minnesota,27055,Houston,43.7599,-91.35,547,302,polygon,FALSE,TRUE,America/Chicago,3,55941,1840006834
Ulen,Ulen,MN,Minnesota,27027,Clay,47.0781,-96.2581,544,197,polygon,FALSE,TRUE,America/Chicago,3,56585,1840009969
Sunfish Lake,Sunfish Lake,MN,Minnesota,27037,Dakota,44.8722,-93.0943,544,140,polygon,FALSE,TRUE,America/Chicago,3,55118,1840008949
Stewart,Stewart,MN,Minnesota,27085,McLeod,44.7236,-94.4869,539,257,polygon,FALSE,TRUE,America/Chicago,3,55385,1840008943
Geneva,Geneva,MN,Minnesota,27047,Freeborn,43.8226,-93.2683,537,445,polygon,FALSE,TRUE,America/Chicago,3,56035,1840007931
Claremont,Claremont,MN,Minnesota,27039,Dodge,44.0449,-92.9976,537,189,polygon,FALSE,TRUE,America/Chicago,3,55924,1840006806
Foreston,Foreston,MN,Minnesota,27095,Mille Lacs,45.7321,-93.7095,533,143,polygon,FALSE,TRUE,America/Chicago,3,56330,1840007760
Deerwood,Deerwood,MN,Minnesota,27035,Crow Wing,46.4729,-93.9,532,137,polygon,FALSE,TRUE,America/Chicago,3,56444,1840006645
Ivanhoe,Ivanhoe,MN,Minnesota,27081,Lincoln,44.4651,-96.252,531,230,polygon,FALSE,TRUE,America/Chicago,3,56142,1840007874
Browns Valley,Browns Valley,MN,Minnesota,27155,Traverse,45.5947,-96.8327,528,261,polygon,FALSE,TRUE,America/Chicago,3,56219,1840004013
Floodwood,Floodwood,MN,Minnesota,27137,St. Louis,46.9173,-92.9187,522,132,polygon,FALSE,TRUE,America/Chicago,3,55736,1840007688
Clearbrook,Clearbrook,MN,Minnesota,27029,Clearwater,47.6962,-95.4287,521,390,polygon,FALSE,TRUE,America/Chicago,3,56634,1840006607
Audubon,Audubon,MN,Minnesota,27005,Becker,46.8629,-95.9809,520,364,polygon,FALSE,TRUE,America/Chicago,3,56511,1840006631
Eagle Bend,Eagle Bend,MN,Minnesota,27153,Todd,46.1643,-95.0341,519,148,polygon,FALSE,TRUE,America/Chicago,3,56446,1840007754
Hamburg,Hamburg,MN,Minnesota,27019,Carver,44.7327,-93.9644,517,979,polygon,FALSE,TRUE,America/Chicago,3,55339,1840006761
Pennock,Pennock,MN,Minnesota,27067,Kandiyohi,45.1459,-95.175,513,193,polygon,FALSE,TRUE,America/Chicago,3,56279,1840008908
Willernie,Willernie,MN,Minnesota,27163,Washington,45.054,-92.9571,509,1570,polygon,FALSE,TRUE,America/Chicago,3,55090 55115,1840009997
Amboy,Amboy,MN,Minnesota,27013,Blue Earth,43.888,-94.1582,507,621,polygon,FALSE,TRUE,America/Chicago,3,56010,1840006795
Brownsville,Brownsville,MN,Minnesota,27055,Houston,43.6992,-91.2823,505,105,polygon,FALSE,TRUE,America/Chicago,3,55919,1840006832
Sacred Heart,Sacred Heart,MN,Minnesota,27129,Renville,44.7817,-95.3507,502,195,polygon,FALSE,TRUE,America/Chicago,3,56285,1840008954
Bethel,Bethel,MN,Minnesota,27003,Anoka,45.4022,-93.2711,501,197,polygon,FALSE,TRUE,America/Chicago,3,55005,1840006718
Gem Lake,Gem Lake,MN,Minnesota,27123,Ramsey,45.0579,-93.0405,500,184,polygon,FALSE,TRUE,America/Chicago,3,55110,1840007839
Prinsburg,Prinsburg,MN,Minnesota,27067,Kandiyohi,44.9349,-95.187,498,190,polygon,FALSE,TRUE,America/Chicago,3,56284 56281,1840008909
Lafayette,Lafayette,MN,Minnesota,27103,Nicollet,44.4471,-94.3927,493,151,polygon,FALSE,TRUE,America/Chicago,3,56054,1840007897
Carlos,Carlos,MN,Minnesota,27041,Douglas,45.9741,-95.2925,491,406,polygon,FALSE,TRUE,America/Chicago,3,56319,1840006679
Woodland,Woodland,MN,Minnesota,27053,Hennepin,44.9524,-93.5155,486,325,polygon,FALSE,TRUE,America/Chicago,3,55391,1840010001
Tower,Tower,MN,Minnesota,27137,St. Louis,47.8103,-92.2832,486,62,polygon,FALSE,TRUE,America/Chicago,3,55790,1840009953
Brandon,Brandon,MN,Minnesota,27041,Douglas,45.9663,-95.5945,485,386,polygon,FALSE,TRUE,America/Chicago,3,56315,1840006681
Pillager,Pillager,MN,Minnesota,27021,Cass,46.3295,-94.4796,483,219,polygon,FALSE,TRUE,America/Chicago,3,56473,1840008836
Bertha,Bertha,MN,Minnesota,27153,Todd,46.2671,-95.0618,482,171,polygon,FALSE,TRUE,America/Chicago,3,56437,1840006666
Kandiyohi,Kandiyohi,MN,Minnesota,27067,Kandiyohi,45.1315,-94.9331,481,493,polygon,FALSE,TRUE,America/Chicago,3,56251,1840007802
Altura,Altura,MN,Minnesota,27169,Winona,44.0642,-91.9435,476,61,polygon,FALSE,TRUE,America/Chicago,3,55969 55910,1840006813
Erskine,Erskine,MN,Minnesota,27119,Polk,47.6648,-96.0125,475,249,polygon,FALSE,TRUE,America/Chicago,3,56535,1840007701
Rothsay,Rothsay,MN,Minnesota,27167,Wilkin,46.4735,-96.2845,471,222,polygon,FALSE,TRUE,America/Chicago,3,56579,1840008854
Franklin,Franklin,MN,Minnesota,27129,Renville,44.531,-94.8851,469,168,polygon,FALSE,TRUE,America/Chicago,3,55333,1840007861
Jenkins,Jenkins,MN,Minnesota,27035,Crow Wing,46.6527,-94.3299,469,40,polygon,FALSE,TRUE,America/Chicago,3,56472 56474 56456,1840007742
Brewster,Brewster,MN,Minnesota,27105,Nobles,43.6973,-95.4644,467,130,polygon,FALSE,TRUE,America/Chicago,3,56119,1840004168
Lynd,Lynd,MN,Minnesota,27083,Lyon,44.3973,-95.8812,466,143,polygon,FALSE,TRUE,America/Chicago,3,56157,1840008966
Naytahwaush,Naytahwaush,MN,Minnesota,27087,Mahnomen,47.2704,-95.6334,463,61,polygon,FALSE,FALSE,America/Chicago,3,56566,1840003999
Kiester,Kiester,MN,Minnesota,27043,Faribault,43.5369,-93.7113,462,413,polygon,FALSE,TRUE,America/Chicago,3,56051,1840007948
Danube,Danube,MN,Minnesota,27129,Renville,44.791,-95.1029,458,362,polygon,FALSE,TRUE,America/Chicago,3,56230,1840006772
Ellsworth,Ellsworth,MN,Minnesota,27105,Nobles,43.5209,-96.0197,456,267,polygon,FALSE,TRUE,America/Chicago,3,56129,1840007927
Kellogg,Kellogg,MN,Minnesota,27157,Wabasha,44.3074,-91.9989,453,565,polygon,FALSE,TRUE,America/Chicago,3,55945,1840007902
Cosmos,Cosmos,MN,Minnesota,27093,Meeker,44.9354,-94.6949,449,156,polygon,FALSE,TRUE,America/Chicago,3,56228,1840006731
Randolph,Randolph,MN,Minnesota,27037,Dakota,44.526,-93.0198,446,180,polygon,FALSE,TRUE,America/Chicago,3,55009 55065,1840008950
Akeley,Akeley,MN,Minnesota,27057,Hubbard,47.0005,-94.728,443,116,polygon,FALSE,TRUE,America/Chicago,3,56433,1840006627
Bigfork,Bigfork,MN,Minnesota,27061,Itasca,47.7473,-93.6525,442,92,polygon,FALSE,TRUE,America/Chicago,3,56628,1840006612
Ashby,Ashby,MN,Minnesota,27051,Grant,46.0931,-95.8157,441,308,polygon,FALSE,TRUE,America/Chicago,3,56309,1840006675
Herman,Herman,MN,Minnesota,27051,Grant,45.8105,-96.1414,440,153,polygon,FALSE,TRUE,America/Chicago,3,56248,1840006677
New Auburn,New Auburn,MN,Minnesota,27143,Sibley,44.6728,-94.232,437,247,polygon,FALSE,TRUE,America/Chicago,3,55366,1840007868
Wykoff,Wykoff,MN,Minnesota,27045,Fillmore,43.7086,-92.2674,430,177,polygon,FALSE,TRUE,America/Chicago,3,55990,1840010040
Oklee,Oklee,MN,Minnesota,27125,Red Lake,47.839,-95.8509,429,268,polygon,FALSE,TRUE,America/Chicago,3,56742,1840007712
Sturgeon Lake,Sturgeon Lake,MN,Minnesota,27115,Pine,46.3863,-92.8241,429,43,polygon,FALSE,TRUE,America/Chicago,3,55783,1840008855
Rose Creek,Rose Creek,MN,Minnesota,27099,Mower,43.6045,-92.8289,424,333,polygon,FALSE,TRUE,America/Chicago,3,55970,1840009006
Upsala,Upsala,MN,Minnesota,27097,Morrison,45.81,-94.5673,424,50,polygon,FALSE,TRUE,America/Chicago,3,56384 56340 56318 56382,1840009983
Wrenshall,Wrenshall,MN,Minnesota,27017,Carlton,46.6217,-92.384,424,109,polygon,FALSE,TRUE,America/Chicago,3,55797,1840009973
Miltona,Miltona,MN,Minnesota,27041,Douglas,46.0462,-95.2931,424,246,polygon,FALSE,TRUE,America/Chicago,3,56354,1840007773
Fisher,Fisher,MN,Minnesota,27119,Polk,47.7993,-96.7995,419,379,polygon,FALSE,TRUE,America/Chicago,3,56723,1840007703
New Germany,New Germany,MN,Minnesota,27019,Carver,44.8861,-93.9731,419,162,polygon,FALSE,TRUE,America/Chicago,3,55367,1840007848
Vermillion,Vermillion,MN,Minnesota,27037,Dakota,44.6735,-92.9643,419,164,polygon,FALSE,TRUE,America/Chicago,3,55085 55033,1840010011
Fairhaven,Fairhaven,MN,Minnesota,27145,Stearns,45.3232,-94.204,416,84,polygon,FALSE,FALSE,America/Chicago,3,55382,1840025297
Long Beach,Long Beach,MN,Minnesota,27121,Pope,45.6509,-95.4294,415,110,polygon,FALSE,TRUE,America/Chicago,3,56334,1840008888
Nevis,Nevis,MN,Minnesota,27057,Hubbard,46.9646,-94.8423,414,172,polygon,FALSE,TRUE,America/Chicago,3,56467,1840007723
Clinton,Clinton,MN,Minnesota,27011,Big Stone,45.4632,-96.4415,413,166,polygon,FALSE,TRUE,America/Chicago,3,56225,1840006695
Barrett,Barrett,MN,Minnesota,27051,Grant,45.9124,-95.8943,407,75,polygon,FALSE,TRUE,America/Chicago,3,56311,1840006676
Waubun,Waubun,MN,Minnesota,27087,Mahnomen,47.184,-95.9401,405,304,polygon,FALSE,TRUE,America/Chicago,3,56589,1840009965
Fifty Lakes,Fifty Lakes,MN,Minnesota,27035,Crow Wing,46.7618,-94.0898,404,5,polygon,FALSE,TRUE,America/Chicago,3,56448,1840007737
Wood Lake,Wood Lake,MN,Minnesota,27173,Yellow Medicine,44.6513,-95.5358,401,205,polygon,FALSE,TRUE,America/Chicago,3,56297,1840010010
Willow River,Willow River,MN,Minnesota,27115,Pine,46.3204,-92.835,400,90,polygon,FALSE,TRUE,America/Chicago,3,55795,1840009981
Fountain,Fountain,MN,Minnesota,27045,Fillmore,43.7426,-92.1342,399,154,polygon,FALSE,TRUE,America/Chicago,3,55935,1840007939
Remer,Remer,MN,Minnesota,27021,Cass,47.0569,-93.9126,398,115,polygon,FALSE,TRUE,America/Chicago,3,56672,1840008838
St. Marys Point,St. Marys Point,MN,Minnesota,27163,Washington,44.9128,-92.7704,392,392,polygon,FALSE,TRUE,America/Chicago,3,55043,1840008916
Pine Springs,Pine Springs,MN,Minnesota,27163,Washington,45.0368,-92.9543,391,195,polygon,FALSE,TRUE,America/Chicago,3,55128 55115,1840008915
Chokio,Chokio,MN,Minnesota,27149,Stevens,45.5731,-96.1748,386,344,polygon,FALSE,TRUE,America/Chicago,3,56221,1840006687
Emmons,Emmons,MN,Minnesota,27047,Freeborn,43.5068,-93.4851,379,178,polygon,FALSE,TRUE,America/Chicago,3,56029,1840007929
Soudan,Soudan,MN,Minnesota,27137,St. Louis,47.813,-92.2356,378,214,polygon,FALSE,FALSE,America/Chicago,3,55782,1840025244
Hanska,Hanska,MN,Minnesota,27015,Brown,44.1487,-94.4945,375,587,polygon,FALSE,TRUE,America/Chicago,3,56041,1840006792
Ogilvie,Ogilvie,MN,Minnesota,27065,Kanabec,45.829,-93.4221,374,141,polygon,FALSE,TRUE,America/Chicago,3,56358,1840007764
Morton,Morton,MN,Minnesota,27129,Renville,44.5534,-94.985,374,119,polygon,FALSE,TRUE,America/Chicago,3,56270,1840007862
Medicine Lake,Medicine Lake,MN,Minnesota,27053,Hennepin,44.9998,-93.4199,374,837,polygon,FALSE,TRUE,America/Chicago,3,55441,1840007826
Pine Point,Pine Point,MN,Minnesota,27005,Becker,46.9889,-95.3883,373,40,polygon,FALSE,FALSE,America/Chicago,3,56575,1840004001
Round Lake,Round Lake,MN,Minnesota,27105,Nobles,43.5372,-95.4705,368,206,polygon,FALSE,TRUE,America/Chicago,3,56167,1840008999
Ghent,Ghent,MN,Minnesota,27083,Lyon,44.5116,-95.8926,366,451,polygon,FALSE,TRUE,America/Chicago,3,56239,1840007878
Underwood,Underwood,MN,Minnesota,27111,Otter Tail,46.2869,-95.8721,365,244,polygon,FALSE,TRUE,America/Chicago,3,56586,1840009975
Newfolden,Newfolden,MN,Minnesota,27089,Marshall,48.3568,-96.3298,363,137,polygon,FALSE,TRUE,America/Chicago,3,56738,1840007696
McGregor,McGregor,MN,Minnesota,27001,Aitkin,46.6087,-93.3055,363,65,polygon,FALSE,TRUE,America/Chicago,3,55760,1840007733
Alvarado,Alvarado,MN,Minnesota,27089,Marshall,48.1929,-96.9985,362,669,polygon,FALSE,TRUE,America/Chicago,3,56710,1840006596
Cuyuna,Cuyuna,MN,Minnesota,27035,Crow Wing,46.5115,-93.9265,360,42,polygon,FALSE,TRUE,America/Chicago,3,56444 56441,1840006642
Mahtowa,Mahtowa,MN,Minnesota,27017,Carlton,46.5616,-92.6279,358,13,polygon,FALSE,FALSE,America/Chicago,3,55707 55718,1840025267
Badger,Badger,MN,Minnesota,27135,Roseau,48.7768,-96.0212,355,102,polygon,FALSE,TRUE,America/Chicago,3,56714,1840006585
Milan,Milan,MN,Minnesota,27023,Chippewa,45.1125,-95.9117,354,192,polygon,FALSE,TRUE,America/Chicago,3,56262,1840007836
Belview,Belview,MN,Minnesota,27127,Redwood,44.6065,-95.3287,354,149,polygon,FALSE,TRUE,America/Chicago,3,56214,1840006782
Comfrey,Comfrey,MN,Minnesota,27015,Brown,44.1111,-94.9029,354,319,polygon,FALSE,TRUE,America/Chicago,3,56019,1840006791
Askov,Askov,MN,Minnesota,27115,Pine,46.1886,-92.7824,353,108,polygon,FALSE,TRUE,America/Chicago,3,55704,1840006660
Darwin,Darwin,MN,Minnesota,27093,Meeker,45.0968,-94.4136,353,67,polygon,FALSE,TRUE,America/Chicago,3,55324,1840006732
Vergas,Vergas,MN,Minnesota,27111,Otter Tail,46.6549,-95.8038,352,93,polygon,FALSE,TRUE,America/Chicago,3,56587,1840009977
Calumet,Calumet,MN,Minnesota,27061,Itasca,47.3198,-93.2667,351,75,polygon,FALSE,TRUE,America/Chicago,3,55709 55764 55716,1840006609
Garfield,Garfield,MN,Minnesota,27041,Douglas,45.9387,-95.4942,350,167,polygon,FALSE,TRUE,America/Chicago,3,56332,1840007770
St. Martin,St. Martin,MN,Minnesota,27145,Stearns,45.5028,-94.6678,348,153,polygon,FALSE,TRUE,America/Chicago,3,56362 56376,1840008883
Dexter,Dexter,MN,Minnesota,27099,Mower,43.7194,-92.7017,347,95,polygon,FALSE,TRUE,America/Chicago,3,55926,1840006831
Jeffers,Jeffers,MN,Minnesota,27033,Cottonwood,44.0559,-95.1953,346,344,polygon,FALSE,TRUE,America/Chicago,3,56145,1840007918
Maynard,Maynard,MN,Minnesota,27023,Chippewa,44.9056,-95.4688,345,222,polygon,FALSE,TRUE,America/Chicago,3,56260,1840007835
Canton,Canton,MN,Minnesota,27045,Fillmore,43.5298,-91.9299,344,129,polygon,FALSE,TRUE,America/Chicago,3,55922,1840006836
Swanville,Swanville,MN,Minnesota,27097,Morrison,45.9162,-94.6388,342,250,polygon,FALSE,TRUE,America/Chicago,3,56382,1840008863
Russell,Russell,MN,Minnesota,27083,Lyon,44.3199,-95.9474,342,143,polygon,FALSE,TRUE,America/Chicago,3,56169,1840008968
Ceylon,Ceylon,MN,Minnesota,27091,Martin,43.5326,-94.6305,339,256,polygon,FALSE,TRUE,America/Chicago,3,56121,1840006843
Bricelyn,Bricelyn,MN,Minnesota,27043,Faribault,43.5607,-93.8131,337,447,polygon,FALSE,TRUE,America/Chicago,3,56014,1840004171
Rushmore,Rushmore,MN,Minnesota,27105,Nobles,43.6197,-95.799,335,509,polygon,FALSE,TRUE,America/Chicago,3,56168,1840009000
Orr,Orr,MN,Minnesota,27137,St. Louis,48.0594,-92.8248,334,91,polygon,FALSE,TRUE,America/Chicago,3,55771,1840008817
Lancaster,Lancaster,MN,Minnesota,27069,Kittson,48.8577,-96.8019,334,55,polygon,FALSE,TRUE,America/Chicago,3,56735,1840007680
Grey Eagle,Grey Eagle,MN,Minnesota,27153,Todd,45.8245,-94.749,329,356,polygon,FALSE,TRUE,America/Chicago,3,56336,1840006667
Nett Lake,Nett Lake,MN,Minnesota,27137,St. Louis,48.1146,-93.0811,326,73,polygon,FALSE,FALSE,America/Chicago,3,55771 55772,1840026094
Wilmont,Wilmont,MN,Minnesota,27105,Nobles,43.765,-95.8269,326,181,polygon,FALSE,TRUE,America/Chicago,3,56185,1840010035
New Munich,New Munich,MN,Minnesota,27145,Stearns,45.6309,-94.7525,324,233,polygon,FALSE,TRUE,America/Chicago,3,56356 56352,1840007783
Riverland,Riverland,MN,Minnesota,27087,Mahnomen,47.3219,-95.9512,323,761,polygon,FALSE,TRUE,America/Chicago,3,56557,1840039628
Oslo,Oslo,MN,Minnesota,27089,Marshall,48.1954,-97.1321,322,335,polygon,FALSE,TRUE,America/Chicago,3,56744,1840008821
Deer Creek,Deer Creek,MN,Minnesota,27111,Otter Tail,46.3909,-95.3218,321,30,polygon,FALSE,TRUE,America/Chicago,3,56527,1840006655
Osage,Osage,MN,Minnesota,27005,Becker,46.9283,-95.2586,317,44,polygon,FALSE,FALSE,America/Chicago,3,56570,1840025259
Garden City,Garden City,MN,Minnesota,27013,Blue Earth,44.0485,-94.1713,317,68,polygon,FALSE,FALSE,America/Chicago,3,56034,1840025379
Vernon Center,Vernon Center,MN,Minnesota,27013,Blue Earth,43.9626,-94.1666,313,245,polygon,FALSE,TRUE,America/Chicago,3,56090,1840010025
Lakeland Shores,Lakeland Shores,MN,Minnesota,27163,Washington,44.9478,-92.7612,312,375,polygon,FALSE,TRUE,America/Chicago,3,55043,1840007817
Sanborn,Sanborn,MN,Minnesota,27127,Redwood,44.2098,-95.1297,310,57,polygon,FALSE,TRUE,America/Chicago,3,56083,1840008963
Hackensack,Hackensack,MN,Minnesota,27021,Cass,46.9269,-94.5159,310,117,polygon,FALSE,TRUE,America/Chicago,3,56452,1840006626
Finlayson,Finlayson,MN,Minnesota,27115,Pine,46.2051,-92.9248,307,42,polygon,FALSE,TRUE,America/Chicago,3,55735,1840007752
Dakota,Dakota,MN,Minnesota,27169,Winona,43.9106,-91.3605,306,214,polygon,FALSE,TRUE,America/Chicago,3,55925,1840006812
Hartland,Hartland,MN,Minnesota,27047,Freeborn,43.8042,-93.4843,306,437,polygon,FALSE,TRUE,America/Chicago,3,56042,1840006826
Plato,Plato,MN,Minnesota,27085,McLeod,44.7724,-94.0397,304,338,polygon,FALSE,TRUE,America/Chicago,3,55370,1840008944
Kensington,Kensington,MN,Minnesota,27041,Douglas,45.7783,-95.697,303,328,polygon,FALSE,TRUE,America/Chicago,3,56343,1840007774
Middle River,Middle River,MN,Minnesota,27089,Marshall,48.4349,-96.1617,301,233,polygon,FALSE,TRUE,America/Chicago,3,56737,1840007697
Lowry,Lowry,MN,Minnesota,27121,Pope,45.705,-95.519,300,252,polygon,FALSE,TRUE,America/Chicago,3,56349,1840008889
